"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"71","0.24","UP_SEQ_FEATURE","DOMAIN:Major facilitator superfamily (MFS) profile","3","656","96","21277","0.40","7.99e-1","1.00e+0","1.01","1.00e+0","1.00e+0","5.72e-1","ENSDARG00000053269,ENSDARG00000102668,ENSDARG00000056196"
"71","0.24","INTERPRO","MFS_dom","3","719","111","23408","0.40","8.59e-1","1.00e+0","0.88","1.00e+0","1.00e+0","6.67e-1","ENSDARG00000053269,ENSDARG00000102668,ENSDARG00000056196"
"72","0.23","INTERPRO","Znf_FYVE_PHD","6","719","157","23408","0.81","5.29e-1","1.00e+0","1.24","1.00e+0","1.00e+0","3.52e-1","ENSDARG00000099779,ENSDARG00000091678,ENSDARG00000054332,ENSDARG00000059835,ENSDARG00000099927,ENSDARG00000019614"
"72","0.23","SMART","PHD","4","372","103","13267","0.54","5.53e-1","1.00e+0","1.39","1.00e+0","1.00e+0","3.27e-1","ENSDARG00000091678,ENSDARG00000054332,ENSDARG00000099927,ENSDARG00000019614"
"72","0.23","INTERPRO","Znf_PHD-finger","4","719","95","23408","0.54","5.61e-1","1.00e+0","1.37","1.00e+0","1.00e+0","3.34e-1","ENSDARG00000091678,ENSDARG00000054332,ENSDARG00000099927,ENSDARG00000019614"
"72","0.23","UP_SEQ_FEATURE","DOMAIN:PHD-type","4","656","100","21277","0.54","5.98e-1","1.00e+0","1.30","1.00e+0","1.00e+0","3.72e-1","ENSDARG00000091678,ENSDARG00000054332,ENSDARG00000099927,ENSDARG00000019614"
"72","0.23","INTERPRO","Znf_PHD","4","719","103","23408","0.54","6.16e-1","1.00e+0","1.26","1.00e+0","1.00e+0","3.90e-1","ENSDARG00000091678,ENSDARG00000054332,ENSDARG00000099927,ENSDARG00000019614"
"72","0.23","INTERPRO","Zinc_finger_PHD-type_CS","3","719","73","23408","0.40","6.60e-1","1.00e+0","1.34","1.00e+0","1.00e+0","3.90e-1","ENSDARG00000091678,ENSDARG00000054332,ENSDARG00000019614"
"73","0.23","UP_SEQ_FEATURE","DOMAIN:FERM","3","656","58","21277","0.40","5.37e-1","1.00e+0","1.68","1.00e+0","1.00e+0","2.65e-1","ENSDARG00000061398,ENSDARG00000055784,ENSDARG00000020326"
"73","0.23","SMART","B41","3","372","68","13267","0.40","5.71e-1","1.00e+0","1.57","1.00e+0","1.00e+0","2.98e-1","ENSDARG00000061398,ENSDARG00000055784,ENSDARG00000020326"
"73","0.23","INTERPRO","FERM_domain","3","719","64","23408","0.40","5.88e-1","1.00e+0","1.53","1.00e+0","1.00e+0","3.14e-1","ENSDARG00000061398,ENSDARG00000055784,ENSDARG00000020326"
"73","0.23","INTERPRO","FERM_2","3","719","66","23408","0.40","6.05e-1","1.00e+0","1.48","1.00e+0","1.00e+0","3.31e-1","ENSDARG00000061398,ENSDARG00000055784,ENSDARG00000020326"
"73","0.23","INTERPRO","FERM_central","3","719","67","23408","0.40","6.13e-1","1.00e+0","1.46","1.00e+0","1.00e+0","3.39e-1","ENSDARG00000061398,ENSDARG00000055784,ENSDARG00000020326"
"73","0.23","INTERPRO","Band_41_domain","3","719","68","23408","0.40","6.21e-1","1.00e+0","1.44","1.00e+0","1.00e+0","3.48e-1","ENSDARG00000061398,ENSDARG00000055784,ENSDARG00000020326"
"74","0.21","INTERPRO","Ankyrin_rpt","9","719","259","23408","1.21","5.41e-1","1.00e+0","1.13","1.00e+0","1.00e+0","4.10e-1","ENSDARG00000003822,ENSDARG00000053995,ENSDARG00000070441,ENSDARG00000054344,ENSDARG00000056468,ENSDARG00000036846,ENSDARG00000045863,ENSDARG00000076490,ENSDARG00000094176"
"74","0.21","INTERPRO","Ankyrin_rpt-contain_sf","9","719","265","23408","1.21","5.68e-1","1.00e+0","1.11","1.00e+0","1.00e+0","4.31e-1","ENSDARG00000003822,ENSDARG00000053995,ENSDARG00000070441,ENSDARG00000054344,ENSDARG00000056468,ENSDARG00000036846,ENSDARG00000045863,ENSDARG00000076490,ENSDARG00000094176"
"74","0.21","SMART","ANK","8","372","254","13267","1.07","5.69e-1","1.00e+0","1.12","1.00e+0","1.00e+0","4.16e-1","ENSDARG00000003822,ENSDARG00000070441,ENSDARG00000054344,ENSDARG00000056468,ENSDARG00000036846,ENSDARG00000045863,ENSDARG00000076490,ENSDARG00000094176"
"74","0.21","UP_SEQ_FEATURE","REPEAT:ANK","6","656","215","21277","0.81","7.95e-1","1.00e+0","0.91","1.00e+0","1.00e+0","6.54e-1","ENSDARG00000003822,ENSDARG00000054344,ENSDARG00000056468,ENSDARG00000036846,ENSDARG00000045863,ENSDARG00000076490"
"75","0.21","INTERPRO","Helicase_ATP-bd","5","719","114","23408","0.67","4.65e-1","1.00e+0","1.43","1.00e+0","1.00e+0","2.73e-1","ENSDARG00000052348,ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353,ENSDARG00000077461"
"75","0.21","UP_SEQ_FEATURE","DOMAIN:Helicase ATP-binding","5","656","115","21277","0.67","4.74e-1","1.00e+0","1.41","1.00e+0","1.00e+0","2.82e-1","ENSDARG00000052348,ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353,ENSDARG00000077461"
"75","0.21","SMART","HELICc","4","372","106","13267","0.54","5.73e-1","1.00e+0","1.35","1.00e+0","1.00e+0","3.46e-1","ENSDARG00000052348,ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353"
"75","0.21","SMART","DEXDc","4","372","110","13267","0.54","5.98e-1","1.00e+0","1.30","1.00e+0","1.00e+0","3.72e-1","ENSDARG00000052348,ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353"
"75","0.21","INTERPRO","DEAD/DEAH_box_helicase_dom","3","719","70","23408","0.40","6.37e-1","1.00e+0","1.40","1.00e+0","1.00e+0","3.65e-1","ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353"
"75","0.21","UP_SEQ_FEATURE","DOMAIN:Helicase C-terminal","4","656","106","21277","0.54","6.38e-1","1.00e+0","1.22","1.00e+0","1.00e+0","4.14e-1","ENSDARG00000052348,ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353"
"75","0.21","INTERPRO","Helicase_C-like","4","719","107","23408","0.54","6.42e-1","1.00e+0","1.22","1.00e+0","1.00e+0","4.18e-1","ENSDARG00000052348,ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353"
"75","0.21","GOTERM_MF_DIRECT","RNA helicase activity","3","637","76","21154","0.40","6.71e-1","1.00e+0","1.31","1.00e+0","1.00e+0","4.02e-1","ENSDARG00000060411,ENSDARG00000102353,ENSDARG00000077461"
"75","0.21","UP_KW_MOLECULAR_FUNCTION","Helicase","4","352","120","11803","0.54","6.97e-1","1.00e+0","1.12","1.00e+0","1.00e+0","4.83e-1","ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353,ENSDARG00000077461"
"75","0.21","GOTERM_MF_DIRECT","helicase activity","4","637","141","21154","0.54","8.00e-1","1.00e+0","0.94","1.00e+0","1.00e+0","6.17e-1","ENSDARG00000060411,ENSDARG00000059556,ENSDARG00000102353,ENSDARG00000077461"
"76","0.21","GOTERM_BP_DIRECT","cell surface receptor signaling pathway","7","644","190","20756","0.94","5.39e-1","1.00e+0","1.19","1.00e+0","1.00e+0","3.76e-1","ENSDARG00000054438,ENSDARG00000007804,ENSDARG00000025478,ENSDARG00000003989,ENSDARG00000014098,ENSDARG00000058248,ENSDARG00000018744"
"76","0.21","UP_SEQ_FEATURE","DOMAIN:G-protein coupled receptors family 2 profile 2","3","656","62","21277","0.40","5.73e-1","1.00e+0","1.57","1.00e+0","1.00e+0","2.99e-1","ENSDARG00000054438,ENSDARG00000025478,ENSDARG00000003989"
"76","0.21","GOTERM_MF_DIRECT","transmembrane signaling receptor activity","7","637","225","21154","0.94","6.73e-1","1.00e+0","1.03","1.00e+0","1.00e+0","5.20e-1","ENSDARG00000054438,ENSDARG00000040249,ENSDARG00000025478,ENSDARG00000003989,ENSDARG00000090834,ENSDARG00000078135,ENSDARG00000115778"
"76","0.21","INTERPRO","GPCR_2-like_7TM","3","719","78","23408","0.40","6.95e-1","1.00e+0","1.25","1.00e+0","1.00e+0","4.31e-1","ENSDARG00000054438,ENSDARG00000025478,ENSDARG00000003989"
"77","0.21","GOTERM_CC_DIRECT","lysosomal membrane","9","683","208","22190","1.21","3.13e-1","1.00e+0","1.41","1.00e+0","9.97e-1","1.92e-1","ENSDARG00000012002,ENSDARG00000086332,ENSDARG00000087093,ENSDARG00000079933,ENSDARG00000018432,ENSDARG00000038176,ENSDARG00000056034,ENSDARG00000058848,ENSDARG00000007180"
"77","0.21","UP_KW_CELLULAR_COMPONENT","Lysosome","6","509","230","16344","0.81","8.46e-1","1.00e+0","0.84","1.00e+0","1.00e+0","7.26e-1","ENSDARG00000012002,ENSDARG00000086332,ENSDARG00000051853,ENSDARG00000018432,ENSDARG00000056034,ENSDARG00000007180"
"77","0.21","GOTERM_CC_DIRECT","lysosome","6","683","258","22190","0.81","9.01e-1","1.00e+0","0.76","1.00e+0","9.97e-1","8.09e-1","ENSDARG00000012002,ENSDARG00000086332,ENSDARG00000051853,ENSDARG00000009313,ENSDARG00000056034,ENSDARG00000058848"
"78","0.19","SMART","C1","3","372","75","13267","0.40","6.24e-1","1.00e+0","1.43","1.00e+0","1.00e+0","3.52e-1","ENSDARG00000115657,ENSDARG00000059064,ENSDARG00000026329"
"78","0.19","UP_SEQ_FEATURE","DOMAIN:Phorbol-ester/DAG-type","3","656","69","21277","0.40","6.31e-1","1.00e+0","1.41","1.00e+0","1.00e+0","3.58e-1","ENSDARG00000115657,ENSDARG00000059064,ENSDARG00000026329"
"78","0.19","INTERPRO","C1-like_sf","3","719","72","23408","0.40","6.53e-1","1.00e+0","1.36","1.00e+0","1.00e+0","3.81e-1","ENSDARG00000115657,ENSDARG00000059064,ENSDARG00000026329"
"78","0.19","INTERPRO","PKC_DAG/PE","3","719","77","23408","0.40","6.88e-1","1.00e+0","1.27","1.00e+0","1.00e+0","4.23e-1","ENSDARG00000115657,ENSDARG00000059064,ENSDARG00000026329"
"79","0.15","GOTERM_MF_DIRECT","DNA-binding transcription factor activity","25","637","693","21154","3.36","2.65e-1","1.00e+0","1.20","1.00e+0","1.00e+0","2.03e-1","ENSDARG00000076657,ENSDARG00000052164,ENSDARG00000076297,ENSDARG00000002006,ENSDARG00000079187,ENSDARG00000042106,ENSDARG00000017400,ENSDARG00000059983,ENSDARG00000087195,ENSDARG00000102556,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000030703,ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000116941,ENSDARG00000020046,ENSDARG00000021855,ENSDARG00000003820,ENSDARG00000100826,ENSDARG00000106989,ENSDARG00000104049,ENSDARG00000014825,ENSDARG00000031768,ENSDARG00000016526"
"79","0.15","UP_KW_MOLECULAR_FUNCTION","Activator","17","352","472","11803","2.28","3.32e-1","1.00e+0","1.21","1.00e+0","1.00e+0","2.50e-1","ENSDARG00000098745,ENSDARG00000076657,ENSDARG00000063438,ENSDARG00000021855,ENSDARG00000062972,ENSDARG00000100826,ENSDARG00000040123,ENSDARG00000037891,ENSDARG00000017400,ENSDARG00000010481,ENSDARG00000030110,ENSDARG00000104049,ENSDARG00000035732,ENSDARG00000102556,ENSDARG00000031768,ENSDARG00000016526,ENSDARG00000100232"
"79","0.15","GOTERM_BP_DIRECT","regulation of DNA-templated transcription","37","644","1139","20756","4.97","4.78e-1","1.00e+0","1.05","1.00e+0","1.00e+0","4.24e-1","ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000077760,ENSDARG00000052164,ENSDARG00000076297,ENSDARG00000002006,ENSDARG00000079187,ENSDARG00000067669,ENSDARG00000042106,ENSDARG00000059983,ENSDARG00000069006,ENSDARG00000087195,ENSDARG00000099927,ENSDARG00000102556,ENSDARG00000018611,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000098919,ENSDARG00000030703,ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000116941,ENSDARG00000077013,ENSDARG00000020046,ENSDARG00000021855,ENSDARG00000003820,ENSDARG00000045519,ENSDARG00000040214,ENSDARG00000100826,ENSDARG00000059556,ENSDARG00000030110,ENSDARG00000104049,ENSDARG00000034616,ENSDARG00000022280,ENSDARG00000011579,ENSDARG00000031768,ENSDARG00000016526"
"79","0.15","GOTERM_MF_DIRECT","RNA polymerase II cis-regulatory region sequence-specific DNA binding","28","637","1105","21154","3.76","8.91e-1","1.00e+0","0.84","1.00e+0","1.00e+0","8.53e-1","ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000076657,ENSDARG00000063438,ENSDARG00000076297,ENSDARG00000079187,ENSDARG00000037178,ENSDARG00000037891,ENSDARG00000017400,ENSDARG00000087195,ENSDARG00000102556,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000087530,ENSDARG00000100232,ENSDARG00000030703,ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000077013,ENSDARG00000021855,ENSDARG00000003820,ENSDARG00000040214,ENSDARG00000030110,ENSDARG00000106989,ENSDARG00000014825,ENSDARG00000011579,ENSDARG00000031768,ENSDARG00000016526"
"79","0.15","GOTERM_BP_DIRECT","regulation of transcription by RNA polymerase II","39","644","1600","20756","5.23","9.69e-1","1.00e+0","0.79","1.00e+0","1.00e+0","9.57e-1","ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000076657,ENSDARG00000077143,ENSDARG00000063438,ENSDARG00000008305,ENSDARG00000100908,ENSDARG00000079187,ENSDARG00000037178,ENSDARG00000067669,ENSDARG00000037891,ENSDARG00000040123,ENSDARG00000017400,ENSDARG00000094557,ENSDARG00000087195,ENSDARG00000018611,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000019646,ENSDARG00000087530,ENSDARG00000100232,ENSDARG00000077559,ENSDARG00000030703,ENSDARG00000044532,ENSDARG00000055124,ENSDARG00000079350,ENSDARG00000021855,ENSDARG00000094176,ENSDARG00000003820,ENSDARG00000100826,ENSDARG00000068601,ENSDARG00000030110,ENSDARG00000074319,ENSDARG00000106989,ENSDARG00000014825,ENSDARG00000019614,ENSDARG00000011579,ENSDARG00000031768,ENSDARG00000016526"
"79","0.15","GOTERM_MF_DIRECT","DNA-binding transcription factor activity, RNA polymerase II-specific","29","637","1332","21154","3.89","9.85e-1","1.00e+0","0.72","1.00e+0","1.00e+0","9.77e-1","ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000063438,ENSDARG00000076297,ENSDARG00000008305,ENSDARG00000002006,ENSDARG00000079187,ENSDARG00000037178,ENSDARG00000042106,ENSDARG00000037891,ENSDARG00000017400,ENSDARG00000102556,ENSDARG00000018611,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000019646,ENSDARG00000100232,ENSDARG00000030703,ENSDARG00000044532,ENSDARG00000077013,ENSDARG00000079350,ENSDARG00000021855,ENSDARG00000040214,ENSDARG00000100826,ENSDARG00000068601,ENSDARG00000030110,ENSDARG00000074319,ENSDARG00000011579,ENSDARG00000016526"
"79","0.15","UP_KW_MOLECULAR_FUNCTION","DNA-binding","48","352","2126","11803","6.44","9.93e-1","1.00e+0","0.76","1.00e+0","1.00e+0","9.89e-1","ENSDARG00000029944,ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000101161,ENSDARG00000076657,ENSDARG00000077143,ENSDARG00000056541,ENSDARG00000063438,ENSDARG00000007734,ENSDARG00000076297,ENSDARG00000008305,ENSDARG00000002006,ENSDARG00000037178,ENSDARG00000058893,ENSDARG00000087636,ENSDARG00000037891,ENSDARG00000040123,ENSDARG00000017400,ENSDARG00000087195,ENSDARG00000096714,ENSDARG00000102556,ENSDARG00000018611,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000019646,ENSDARG00000100232,ENSDARG00000030703,ENSDARG00000097346,ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000116941,ENSDARG00000043685,ENSDARG00000077013,ENSDARG00000020046,ENSDARG00000079350,ENSDARG00000021855,ENSDARG00000003820,ENSDARG00000040214,ENSDARG00000100826,ENSDARG00000059556,ENSDARG00000030110,ENSDARG00000074319,ENSDARG00000106989,ENSDARG00000104049,ENSDARG00000014825,ENSDARG00000011579,ENSDARG00000031768,ENSDARG00000016526"
"79","0.15","GOTERM_MF_DIRECT","DNA binding","48","637","2328","21154","6.44","9.99e-1","1.00e+0","0.68","1.00e+0","1.00e+0","9.99e-1","ENSDARG00000029944,ENSDARG00000052348,ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000101161,ENSDARG00000053990,ENSDARG00000077143,ENSDARG00000056541,ENSDARG00000063438,ENSDARG00000007734,ENSDARG00000076297,ENSDARG00000008305,ENSDARG00000002006,ENSDARG00000100908,ENSDARG00000079187,ENSDARG00000042106,ENSDARG00000058893,ENSDARG00000037891,ENSDARG00000016994,ENSDARG00000040123,ENSDARG00000017400,ENSDARG00000016871,ENSDARG00000087195,ENSDARG00000096714,ENSDARG00000102556,ENSDARG00000018611,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000030703,ENSDARG00000052695,ENSDARG00000044532,ENSDARG00000116941,ENSDARG00000043685,ENSDARG00000077013,ENSDARG00000006434,ENSDARG00000020046,ENSDARG00000079350,ENSDARG00000021855,ENSDARG00000003820,ENSDARG00000092305,ENSDARG00000059556,ENSDARG00000030110,ENSDARG00000074319,ENSDARG00000106989,ENSDARG00000104049,ENSDARG00000011579,ENSDARG00000031768,ENSDARG00000016526"
"79","0.15","UP_KW_BIOLOGICAL_PROCESS","Transcription","48","257","2316","8466","6.44","1.00e+0","1.00e+0","0.68","1.00e+0","1.00e+0","1.00e+0","ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000076657,ENSDARG00000054344,ENSDARG00000053990,ENSDARG00000056642,ENSDARG00000077143,ENSDARG00000056541,ENSDARG00000090386,ENSDARG00000063438,ENSDARG00000076297,ENSDARG00000008305,ENSDARG00000002006,ENSDARG00000062972,ENSDARG00000037891,ENSDARG00000040123,ENSDARG00000017400,ENSDARG00000096714,ENSDARG00000099927,ENSDARG00000102512,ENSDARG00000102556,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000019646,ENSDARG00000098919,ENSDARG00000100232,ENSDARG00000052695,ENSDARG00000116941,ENSDARG00000055124,ENSDARG00000077013,ENSDARG00000006434,ENSDARG00000020046,ENSDARG00000099441,ENSDARG00000079350,ENSDARG00000021855,ENSDARG00000040214,ENSDARG00000100826,ENSDARG00000010481,ENSDARG00000030110,ENSDARG00000074319,ENSDARG00000106989,ENSDARG00000104049,ENSDARG00000014825,ENSDARG00000055719,ENSDARG00000022280,ENSDARG00000011579,ENSDARG00000031768,ENSDARG00000016526"
"79","0.15","UP_KW_BIOLOGICAL_PROCESS","Transcription regulation","46","257","2279","8466","6.17","1.00e+0","1.00e+0","0.66","1.00e+0","1.00e+0","1.00e+0","ENSDARG00000098745,ENSDARG00000055798,ENSDARG00000076657,ENSDARG00000054344,ENSDARG00000053990,ENSDARG00000056642,ENSDARG00000077143,ENSDARG00000056541,ENSDARG00000063438,ENSDARG00000076297,ENSDARG00000008305,ENSDARG00000002006,ENSDARG00000062972,ENSDARG00000037891,ENSDARG00000040123,ENSDARG00000017400,ENSDARG00000096714,ENSDARG00000099927,ENSDARG00000102512,ENSDARG00000102556,ENSDARG00000035732,ENSDARG00000010630,ENSDARG00000019646,ENSDARG00000098919,ENSDARG00000100232,ENSDARG00000052695,ENSDARG00000116941,ENSDARG00000055124,ENSDARG00000077013,ENSDARG00000020046,ENSDARG00000099441,ENSDARG00000079350,ENSDARG00000021855,ENSDARG00000040214,ENSDARG00000100826,ENSDARG00000010481,ENSDARG00000030110,ENSDARG00000074319,ENSDARG00000106989,ENSDARG00000104049,ENSDARG00000014825,ENSDARG00000055719,ENSDARG00000022280,ENSDARG00000011579,ENSDARG00000031768,ENSDARG00000016526"
"80","0.12","UP_SEQ_FEATURE","DOMAIN:RRM","8","656","245","21277","1.07","6.32e-1","1.00e+0","1.06","1.00e+0","1.00e+0","4.88e-1","ENSDARG00000045691,ENSDARG00000087996,ENSDARG00000079578,ENSDARG00000036675,ENSDARG00000116743,ENSDARG00000031346,ENSDARG00000062042,ENSDARG00000016889"
"80","0.12","INTERPRO","RBD_domain_sf","8","719","279","23408","1.07","7.56e-1","1.00e+0","0.93","1.00e+0","1.00e+0","6.28e-1","ENSDARG00000045691,ENSDARG00000087996,ENSDARG00000079578,ENSDARG00000036675,ENSDARG00000116743,ENSDARG00000031346,ENSDARG00000062042,ENSDARG00000016889"
"80","0.12","GOTERM_MF_DIRECT","nucleic acid binding","19","637","690","21154","2.55","7.64e-1","1.00e+0","0.91","1.00e+0","1.00e+0","6.88e-1","ENSDARG00000045691,ENSDARG00000074796,ENSDARG00000079578,ENSDARG00000018891,ENSDARG00000053995,ENSDARG00000116743,ENSDARG00000077760,ENSDARG00000007734,ENSDARG00000087996,ENSDARG00000058154,ENSDARG00000059841,ENSDARG00000060411,ENSDARG00000036675,ENSDARG00000059556,ENSDARG00000037925,ENSDARG00000031346,ENSDARG00000062042,ENSDARG00000102353,ENSDARG00000016889"
"80","0.12","INTERPRO","Nucleotide-bd_a/b_plait_sf","8","719","286","23408","1.07","7.78e-1","1.00e+0","0.91","1.00e+0","1.00e+0","6.55e-1","ENSDARG00000045691,ENSDARG00000087996,ENSDARG00000079578,ENSDARG00000036675,ENSDARG00000116743,ENSDARG00000031346,ENSDARG00000062042,ENSDARG00000016889"
"80","0.12","INTERPRO","RRM_dom","7","719","253","23408","0.94","7.92e-1","1.00e+0","0.90","1.00e+0","1.00e+0","6.63e-1","ENSDARG00000045691,ENSDARG00000087996,ENSDARG00000079578,ENSDARG00000036675,ENSDARG00000116743,ENSDARG00000031346,ENSDARG00000016889"
"80","0.12","SMART","RRM","6","372","236","13267","0.81","7.94e-1","1.00e+0","0.91","1.00e+0","1.00e+0","6.53e-1","ENSDARG00000045691,ENSDARG00000087996,ENSDARG00000079578,ENSDARG00000036675,ENSDARG00000116743,ENSDARG00000016889"
"81","0.11","SMART","SH2","4","372","121","13267","0.54","6.62e-1","1.00e+0","1.18","1.00e+0","1.00e+0","4.42e-1","ENSDARG00000034409,ENSDARG00000011449,ENSDARG00000101169,ENSDARG00000020326"
"81","0.11","INTERPRO","SH2","4","719","131","23408","0.54","7.70e-1","1.00e+0","0.99","1.00e+0","1.00e+0","5.75e-1","ENSDARG00000034409,ENSDARG00000011449,ENSDARG00000101169,ENSDARG00000020326"
"81","0.11","INTERPRO","SH2_dom_sf","4","719","135","23408","0.54","7.87e-1","1.00e+0","0.96","1.00e+0","1.00e+0","5.99e-1","ENSDARG00000034409,ENSDARG00000011449,ENSDARG00000101169,ENSDARG00000020326"
"81","0.11","UP_SEQ_FEATURE","DOMAIN:SH2","3","656","122","21277","0.40","8.93e-1","1.00e+0","0.80","1.00e+0","1.00e+0","7.30e-1","ENSDARG00000034409,ENSDARG00000011449,ENSDARG00000101169"
"82","0.11","UP_SEQ_FEATURE","REPEAT:WD 6","3","656","54","21277","0.40","4.98e-1","1.00e+0","1.80","1.00e+0","1.00e+0","2.32e-1","ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","UP_SEQ_FEATURE","REPEAT:WD 5","3","656","62","21277","0.40","5.73e-1","1.00e+0","1.57","1.00e+0","1.00e+0","2.99e-1","ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","UP_SEQ_FEATURE","REPEAT:WD 4","3","656","67","21277","0.40","6.15e-1","1.00e+0","1.45","1.00e+0","1.00e+0","3.41e-1","ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","UP_SEQ_FEATURE","REPEAT:WD 3","3","656","72","21277","0.40","6.55e-1","1.00e+0","1.35","1.00e+0","1.00e+0","3.84e-1","ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","UP_SEQ_FEATURE","REPEAT:WD 1","3","656","76","21277","0.40","6.83e-1","1.00e+0","1.28","1.00e+0","1.00e+0","4.17e-1","ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","UP_SEQ_FEATURE","REPEAT:WD 2","3","656","76","21277","0.40","6.83e-1","1.00e+0","1.28","1.00e+0","1.00e+0","4.17e-1","ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","UP_KW_DOMAIN","WD repeat","3","430","122","14291","0.40","8.85e-1","1.00e+0","0.82","1.00e+0","1.00e+0","7.15e-1","ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","INTERPRO","WD40_repeat_CS","3","719","140","23408","0.40","9.31e-1","1.00e+0","0.70","1.00e+0","1.00e+0","8.08e-1","ENSDARG00000054610,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","INTERPRO","WD40_repeat_dom_sf","6","719","281","23408","0.81","9.35e-1","1.00e+0","0.70","1.00e+0","1.00e+0","8.66e-1","ENSDARG00000101602,ENSDARG00000054610,ENSDARG00000102009,ENSDARG00000002174,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","SMART","WD40","5","372","264","13267","0.67","9.40e-1","1.00e+0","0.68","1.00e+0","1.00e+0","8.67e-1","ENSDARG00000101602,ENSDARG00000054610,ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","INTERPRO","WD40_rpt","5","719","266","23408","0.67","9.65e-1","1.00e+0","0.61","1.00e+0","1.00e+0","9.14e-1","ENSDARG00000101602,ENSDARG00000054610,ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000005456"
"82","0.11","UP_SEQ_FEATURE","REPEAT:WD","3","656","182","21277","0.40","9.77e-1","1.00e+0","0.53","1.00e+0","1.00e+0","9.22e-1","ENSDARG00000101602,ENSDARG00000054610,ENSDARG00000069006"
"82","0.11","INTERPRO","WD40/YVTN_repeat-like_dom_sf","6","719","357","23408","0.81","9.86e-1","1.00e+0","0.55","1.00e+0","1.00e+0","9.65e-1","ENSDARG00000101602,ENSDARG00000054610,ENSDARG00000102009,ENSDARG00000069006,ENSDARG00000011533,ENSDARG00000005456"
"83","0.08","UP_KW_BIOLOGICAL_PROCESS","Cell cycle","13","257","437","8466","1.74","6.77e-1","1.00e+0","0.98","1.00e+0","1.00e+0","5.71e-1","ENSDARG00000074796,ENSDARG00000074661,ENSDARG00000003486,ENSDARG00000007971,ENSDARG00000036180,ENSDARG00000061205,ENSDARG00000005456,ENSDARG00000094176,ENSDARG00000040303,ENSDARG00000102009,ENSDARG00000059556,ENSDARG00000032532,ENSDARG00000102512"
"83","0.08","GOTERM_BP_DIRECT","cell division","8","644","298","20756","1.07","8.20e-1","1.00e+0","0.87","1.00e+0","1.00e+0","7.10e-1","ENSDARG00000003486,ENSDARG00000102009,ENSDARG00000059556,ENSDARG00000032532,ENSDARG00000036180,ENSDARG00000007971,ENSDARG00000061205,ENSDARG00000005456"
"83","0.08","UP_KW_BIOLOGICAL_PROCESS","Mitosis","4","257","182","8466","0.54","9.17e-1","1.00e+0","0.72","1.00e+0","1.00e+0","8.08e-1","ENSDARG00000102009,ENSDARG00000032532,ENSDARG00000036180,ENSDARG00000005456"
"83","0.08","UP_KW_BIOLOGICAL_PROCESS","Cell division","6","257","271","8466","0.81","9.18e-1","1.00e+0","0.73","1.00e+0","1.00e+0","8.37e-1","ENSDARG00000003486,ENSDARG00000102009,ENSDARG00000059556,ENSDARG00000036180,ENSDARG00000061205,ENSDARG00000005456"
