"Cluster","Cluster Enrichment Score","Category","Term","Count","List Total","Pop Hits","Pop Total","%","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"115","0.38","GOTERM_BP_DIRECT","cytoskeleton-dependent cytokinesis","3","1221","29","20756","0.22","5.15e-1","1.00e+0","1.76","1.00e+0","1.00e+0","2.42e-1","ENSDARG00000017140,ENSDARG00000013843,ENSDARG00000010721"
"115","0.38","GOTERM_MF_DIRECT","molecular adaptor activity","7","1186","103","21154","0.51","5.21e-1","1.00e+0","1.21","1.00e+0","1.00e+0","3.56e-1","ENSDARG00000052690,ENSDARG00000019941,ENSDARG00000017140,ENSDARG00000016490,ENSDARG00000016769,ENSDARG00000013843,ENSDARG00000010721"
"115","0.38","GOTERM_BP_DIRECT","intracellular protein localization","6","1221","82","20756","0.44","5.32e-1","1.00e+0","1.24","1.00e+0","1.00e+0","3.52e-1","ENSDARG00000010583,ENSDARG00000015472,ENSDARG00000017140,ENSDARG00000037153,ENSDARG00000013843,ENSDARG00000010721"
"116","0.38","INTERPRO","vWFA_dom_sf","10","1340","120","23408","0.73","2.49e-1","1.00e+0","1.46","1.00e+0","1.00e+0","1.50e-1","ENSDARG00000063612,ENSDARG00000074316,ENSDARG00000061466,ENSDARG00000025189,ENSDARG00000055036,ENSDARG00000076321,ENSDARG00000055053,ENSDARG00000061590,ENSDARG00000044318,ENSDARG00000045946"
"116","0.38","INTERPRO","VWF_A","8","1340","92","23408","0.58","2.73e-1","1.00e+0","1.52","1.00e+0","1.00e+0","1.56e-1","ENSDARG00000063612,ENSDARG00000074316,ENSDARG00000061466,ENSDARG00000025189,ENSDARG00000055036,ENSDARG00000076321,ENSDARG00000055053,ENSDARG00000061590"
"116","0.38","UP_SEQ_FEATURE","DOMAIN:VWFA","7","1250","80","21277","0.51","3.29e-1","1.00e+0","1.49","1.00e+0","1.00e+0","1.90e-1","ENSDARG00000063612,ENSDARG00000074316,ENSDARG00000061466,ENSDARG00000055036,ENSDARG00000076321,ENSDARG00000055053,ENSDARG00000061590"
"116","0.38","SMART","VWA","7","772","84","13267","0.51","3.62e-1","1.00e+0","1.43","1.00e+0","1.00e+0","2.16e-1","ENSDARG00000063612,ENSDARG00000074316,ENSDARG00000061466,ENSDARG00000025189,ENSDARG00000055036,ENSDARG00000076321,ENSDARG00000055053"
"116","0.38","UP_KW_MOLECULAR_FUNCTION","Serine protease inhibitor","4","708","69","11803","0.29","7.91e-1","1.00e+0","0.97","1.00e+0","1.00e+0","6.00e-1","ENSDARG00000055036,ENSDARG00000056795,ENSDARG00000076321,ENSDARG00000055053"
"116","0.38","UP_KW_MOLECULAR_FUNCTION","Protease inhibitor","5","708","91","11803","0.36","8.02e-1","1.00e+0","0.92","1.00e+0","1.00e+0","6.44e-1","ENSDARG00000074644,ENSDARG00000055036,ENSDARG00000056795,ENSDARG00000076321,ENSDARG00000055053"
"117","0.38","GOTERM_BP_DIRECT","visual perception","15","1221","179","20756","1.09","1.69e-1","1.00e+0","1.42","1.00e+0","1.00e+0","1.06e-1","ENSDARG00000030867,ENSDARG00000056617,ENSDARG00000027822,ENSDARG00000053512,ENSDARG00000074892,ENSDARG00000056511,ENSDARG00000007576,ENSDARG00000020602,ENSDARG00000040735,ENSDARG00000068507,ENSDARG00000011671,ENSDARG00000093318,ENSDARG00000034344,ENSDARG00000019752,ENSDARG00000068124"
"117","0.38","UP_KW_BIOLOGICAL_PROCESS","Vision","5","508","61","8466","0.36","5.01e-1","1.00e+0","1.37","1.00e+0","9.90e-1","3.03e-1","ENSDARG00000056617,ENSDARG00000011671,ENSDARG00000074892,ENSDARG00000056511,ENSDARG00000020602"
"117","0.38","UP_KW_BIOLOGICAL_PROCESS","Sensory transduction","9","508","179","8466","0.65","8.49e-1","1.00e+0","0.84","1.00e+0","9.90e-1","7.55e-1","ENSDARG00000056617,ENSDARG00000030867,ENSDARG00000011671,ENSDARG00000016699,ENSDARG00000074892,ENSDARG00000056511,ENSDARG00000068124,ENSDARG00000020602,ENSDARG00000011545"
"118","0.38","GOTERM_BP_DIRECT","peptidyl-L-cysteine S-palmitoylation","3","1221","10","20756","0.22","1.14e-1","1.00e+0","5.10","1.00e+0","1.00e+0","1.78e-2","ENSDARG00000037069,ENSDARG00000018508,ENSDARG00000110709"
"118","0.38","UP_SEQ_FEATURE","ACT_SITE:S-palmitoyl cysteine intermediate","3","1250","28","21277","0.22","4.95e-1","1.00e+0","1.82","1.00e+0","1.00e+0","2.25e-1","ENSDARG00000037069,ENSDARG00000018508,ENSDARG00000110709"
"118","0.38","UP_SEQ_FEATURE","DOMAIN:DHHC","3","1250","29","21277","0.22","5.14e-1","1.00e+0","1.76","1.00e+0","1.00e+0","2.41e-1","ENSDARG00000037069,ENSDARG00000018508,ENSDARG00000110709"
"118","0.38","GOTERM_MF_DIRECT","protein-cysteine S-palmitoyltransferase activity","3","1186","33","21154","0.22","5.59e-1","1.00e+0","1.62","1.00e+0","1.00e+0","2.82e-1","ENSDARG00000037069,ENSDARG00000018508,ENSDARG00000110709"
"118","0.38","INTERPRO","Palmitoyltrfase_DHHC","3","1340","33","23408","0.22","5.70e-1","1.00e+0","1.59","1.00e+0","1.00e+0","2.92e-1","ENSDARG00000037069,ENSDARG00000018508,ENSDARG00000110709"
"118","0.38","GOTERM_MF_DIRECT","palmitoyltransferase activity","3","1186","34","21154","0.22","5.75e-1","1.00e+0","1.57","1.00e+0","1.00e+0","2.97e-1","ENSDARG00000037069,ENSDARG00000018508,ENSDARG00000110709"
"119","0.37","INTERPRO","NUDIX_hydrolase_dom","3","1340","24","23408","0.22","4.03e-1","1.00e+0","2.18","1.00e+0","1.00e+0","1.56e-1","ENSDARG00000042123,ENSDARG00000103523,ENSDARG00000007722"
"119","0.37","UP_SEQ_FEATURE","DOMAIN:Nudix hydrolase","3","1250","24","21277","0.22","4.16e-1","1.00e+0","2.13","1.00e+0","1.00e+0","1.64e-1","ENSDARG00000042123,ENSDARG00000103523,ENSDARG00000007722"
"119","0.37","INTERPRO","NUDIX_hydrolase-like_dom_sf","3","1340","27","23408","0.22","4.62e-1","1.00e+0","1.94","1.00e+0","1.00e+0","1.99e-1","ENSDARG00000042123,ENSDARG00000103523,ENSDARG00000007722"
"120","0.35","INTERPRO","Aminotransferase_I/II_large","3","1340","20","23408","0.22","3.19e-1","1.00e+0","2.62","1.00e+0","1.00e+0","1.03e-1","ENSDARG00000041068,ENSDARG00000019541,ENSDARG00000069630"
"120","0.35","GOTERM_BP_DIRECT","biosynthetic process","5","1221","52","20756","0.36","3.66e-1","1.00e+0","1.63","1.00e+0","1.00e+0","1.90e-1","ENSDARG00000011233,ENSDARG00000041068,ENSDARG00000019541,ENSDARG00000087657,ENSDARG00000069630"
"120","0.35","GOTERM_MF_DIRECT","pyridoxal phosphate binding","5","1186","55","21154","0.36","3.71e-1","1.00e+0","1.62","1.00e+0","1.00e+0","1.94e-1","ENSDARG00000026348,ENSDARG00000041068,ENSDARG00000019541,ENSDARG00000069630,ENSDARG00000055518"
"120","0.35","GOTERM_MF_DIRECT","transaminase activity","3","1186","27","21154","0.22","4.51e-1","1.00e+0","1.98","1.00e+0","1.00e+0","1.91e-1","ENSDARG00000041068,ENSDARG00000019541,ENSDARG00000069630"
"120","0.35","INTERPRO","PyrdxlP-dep_Trfase_major","4","1340","48","23408","0.29","5.23e-1","1.00e+0","1.46","1.00e+0","1.00e+0","2.95e-1","ENSDARG00000026348,ENSDARG00000041068,ENSDARG00000019541,ENSDARG00000069630"
"120","0.35","INTERPRO","PyrdxlP-dep_Trfase","4","1340","48","23408","0.29","5.23e-1","1.00e+0","1.46","1.00e+0","1.00e+0","2.95e-1","ENSDARG00000026348,ENSDARG00000041068,ENSDARG00000019541,ENSDARG00000069630"
"120","0.35","INTERPRO","PyrdxlP-dep_Trfase_small","3","1340","40","23408","0.22","6.75e-1","1.00e+0","1.31","1.00e+0","1.00e+0","4.04e-1","ENSDARG00000041068,ENSDARG00000019541,ENSDARG00000069630"
"121","0.34","INTERPRO","AMP-bd_C","3","1340","20","23408","0.22","3.19e-1","1.00e+0","2.62","1.00e+0","1.00e+0","1.03e-1","ENSDARG00000016348,ENSDARG00000017047,ENSDARG00000069029"
"121","0.34","INTERPRO","AMP-bd_C_sf","3","1340","26","23408","0.22","4.43e-1","1.00e+0","2.02","1.00e+0","1.00e+0","1.84e-1","ENSDARG00000016348,ENSDARG00000017047,ENSDARG00000069029"
"121","0.34","INTERPRO","AMP-dep_synth/lig_dom","3","1340","32","23408","0.22","5.54e-1","1.00e+0","1.64","1.00e+0","1.00e+0","2.76e-1","ENSDARG00000016348,ENSDARG00000017047,ENSDARG00000069029"
"121","0.34","INTERPRO","ANL_N_sf","3","1340","32","23408","0.22","5.54e-1","1.00e+0","1.64","1.00e+0","1.00e+0","2.76e-1","ENSDARG00000016348,ENSDARG00000017047,ENSDARG00000069029"
"122","0.34","GOTERM_BP_DIRECT","cytokine-mediated signaling pathway","10","1221","80","20756","0.73","4.47e-2","1.00e+0","2.12","1.00e+0","1.00e+0","1.86e-2","ENSDARG00000039436,ENSDARG00000104808,ENSDARG00000102986,ENSDARG00000039222,ENSDARG00000098700,ENSDARG00000060316,ENSDARG00000006368,ENSDARG00000100717,ENSDARG00000062745,ENSDARG00000020625"
"122","0.34","GOTERM_BP_DIRECT","cell surface receptor signaling pathway via JAK-STAT","3","1221","17","20756","0.22","2.64e-1","1.00e+0","3.00","1.00e+0","1.00e+0","7.45e-2","ENSDARG00000104808,ENSDARG00000062745,ENSDARG00000020625"
"122","0.34","GOTERM_BP_DIRECT","negative regulation of signal transduction","5","1221","50","20756","0.36","3.39e-1","1.00e+0","1.70","1.00e+0","1.00e+0","1.69e-1","ENSDARG00000060316,ENSDARG00000060601,ENSDARG00000100717,ENSDARG00000062745,ENSDARG00000011545"
"122","0.34","UP_KW_MOLECULAR_FUNCTION","Signal transduction inhibitor","4","708","38","11803","0.29","4.00e-1","1.00e+0","1.75","1.00e+0","1.00e+0","1.92e-1","ENSDARG00000060316,ENSDARG00000060601,ENSDARG00000100717,ENSDARG00000062745"
"122","0.34","INTERPRO","SH2_dom_sf","9","1340","135","23408","0.65","5.11e-1","1.00e+0","1.16","1.00e+0","1.00e+0","3.68e-1","ENSDARG00000014324,ENSDARG00000104808,ENSDARG00000099887,ENSDARG00000016981,ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745,ENSDARG00000020625,ENSDARG00000090607"
"122","0.34","SMART","SH2","8","772","121","13267","0.58","5.60e-1","1.00e+0","1.14","1.00e+0","1.00e+0","4.08e-1","ENSDARG00000104808,ENSDARG00000099887,ENSDARG00000016981,ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745,ENSDARG00000020625,ENSDARG00000090607"
"122","0.34","INTERPRO","SH2","8","1340","131","23408","0.58","6.28e-1","1.00e+0","1.07","1.00e+0","1.00e+0","4.78e-1","ENSDARG00000104808,ENSDARG00000099887,ENSDARG00000016981,ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745,ENSDARG00000020625,ENSDARG00000090607"
"122","0.34","UP_KW_BIOLOGICAL_PROCESS","Growth regulation","3","508","37","8466","0.22","6.59e-1","1.00e+0","1.35","1.00e+0","9.90e-1","3.85e-1","ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745"
"122","0.34","INTERPRO","SOCS_box-like_dom_sf","3","1340","40","23408","0.22","6.75e-1","1.00e+0","1.31","1.00e+0","1.00e+0","4.04e-1","ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745"
"122","0.34","UP_SEQ_FEATURE","DOMAIN:SH2","7","1250","122","21277","0.51","7.28e-1","1.00e+0","0.98","1.00e+0","1.00e+0","5.81e-1","ENSDARG00000104808,ENSDARG00000099887,ENSDARG00000016981,ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745,ENSDARG00000090607"
"122","0.34","SMART","SOCS_box","3","772","45","13267","0.22","7.45e-1","1.00e+0","1.15","1.00e+0","1.00e+0","4.91e-1","ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745"
"122","0.34","INTERPRO","SOCS_box","3","1340","48","23408","0.22","7.69e-1","1.00e+0","1.09","1.00e+0","1.00e+0","5.24e-1","ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745"
"122","0.34","UP_SEQ_FEATURE","DOMAIN:SOCS box","3","1250","48","21277","0.22","7.81e-1","1.00e+0","1.06","1.00e+0","1.00e+0","5.41e-1","ENSDARG00000060316,ENSDARG00000100717,ENSDARG00000062745"
"123","0.33","GOTERM_CC_DIRECT","microvillus","4","1261","36","22190","0.29","3.36e-1","1.00e+0","1.96","1.00e+0","9.93e-1","1.46e-1","ENSDARG00000040466,ENSDARG00000020924,ENSDARG00000024694,ENSDARG00000042141"
"123","0.33","GOTERM_CC_DIRECT","actin cytoskeleton","10","1261","140","22190","0.73","4.00e-1","1.00e+0","1.26","1.00e+0","9.93e-1","2.74e-1","ENSDARG00000059672,ENSDARG00000079805,ENSDARG00000040466,ENSDARG00000020924,ENSDARG00000067701,ENSDARG00000024694,ENSDARG00000055223,ENSDARG00000042141,ENSDARG00000059604,ENSDARG00000099672"
"123","0.33","GOTERM_MF_DIRECT","actin filament binding","12","1186","232","21154","0.87","7.57e-1","1.00e+0","0.92","1.00e+0","1.00e+0","6.55e-1","ENSDARG00000004658,ENSDARG00000079805,ENSDARG00000040466,ENSDARG00000018162,ENSDARG00000020924,ENSDARG00000004372,ENSDARG00000024694,ENSDARG00000055223,ENSDARG00000042141,ENSDARG00000099672,ENSDARG00000053956,ENSDARG00000007219"
"124","0.33","SMART","TSP1","6","772","75","13267","0.44","4.43e-1","1.00e+0","1.37","1.00e+0","1.00e+0","2.70e-1","ENSDARG00000077778,ENSDARG00000023694,ENSDARG00000025465,ENSDARG00000054331,ENSDARG00000077882,ENSDARG00000033544"
"124","0.33","INTERPRO","TSP1_rpt_sf","6","1340","80","23408","0.44","4.86e-1","1.00e+0","1.31","1.00e+0","1.00e+0","3.08e-1","ENSDARG00000077778,ENSDARG00000023694,ENSDARG00000025465,ENSDARG00000054331,ENSDARG00000077882,ENSDARG00000033544"
"124","0.33","INTERPRO","TSP1_rpt","6","1340","80","23408","0.44","4.86e-1","1.00e+0","1.31","1.00e+0","1.00e+0","3.08e-1","ENSDARG00000077778,ENSDARG00000023694,ENSDARG00000025465,ENSDARG00000054331,ENSDARG00000077882,ENSDARG00000033544"
"125","0.32","UP_KW_PTM","Prenylation","17","555","176","8073","1.23","1.51e-1","5.10e-1","1.41","9.86e-1","4.72e-1","9.66e-2","ENSDARG00000056617,ENSDARG00000099532,ENSDARG00000054389,ENSDARG00000020602,ENSDARG00000005049,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000057394,ENSDARG00000039997,ENSDARG00000011671,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000010745,ENSDARG00000070822,ENSDARG00000013659,ENSDARG00000018602,ENSDARG00000030547"
"125","0.32","SMART","RHO","13","772","174","13267","0.94","3.12e-1","1.00e+0","1.28","1.00e+0","1.00e+0","2.14e-1","ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000030547"
"125","0.32","INTERPRO","Small_GTPase_Rab","3","1340","20","23408","0.22","3.19e-1","1.00e+0","2.62","1.00e+0","1.00e+0","1.03e-1","ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000114797"
"125","0.32","SMART","RAS","13","772","182","13267","0.94","3.68e-1","1.00e+0","1.23","1.00e+0","1.00e+0","2.62e-1","ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000030547"
"125","0.32","INTERPRO","Small_GTPase","13","1340","185","23408","0.94","3.69e-1","1.00e+0","1.23","1.00e+0","1.00e+0","2.62e-1","ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000030547"
"125","0.32","SMART","RAN","8","772","112","13267","0.58","4.78e-1","1.00e+0","1.23","1.00e+0","1.00e+0","3.27e-1","ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000014462,ENSDARG00000054389,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000114797"
"125","0.32","GOTERM_MF_DIRECT","G protein activity","7","1186","103","21154","0.51","5.21e-1","1.00e+0","1.21","1.00e+0","1.00e+0","3.56e-1","ENSDARG00000015611,ENSDARG00000057394,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000005049,ENSDARG00000018602,ENSDARG00000114797"
"125","0.32","INTERPRO","Small_GTP-bd","14","1340","227","23408","1.02","5.39e-1","1.00e+0","1.08","1.00e+0","1.00e+0","4.26e-1","ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000039345,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000030547"
"125","0.32","SMART","RAB","13","772","216","13267","0.94","6.06e-1","1.00e+0","1.03","1.00e+0","1.00e+0","4.91e-1","ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000030547"
"125","0.32","GOTERM_MF_DIRECT","GTPase activity","20","1186","440","21154","1.45","9.05e-1","1.00e+0","0.81","1.00e+0","1.00e+0","8.62e-1","ENSDARG00000071881,ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000017140,ENSDARG00000021647,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000039345,ENSDARG00000014462,ENSDARG00000057995,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000010721,ENSDARG00000013843,ENSDARG00000030547"
"125","0.32","UP_KW_LIGAND","GTP-binding","18","424","449","7893","1.31","9.54e-1","1.00e+0","0.75","1.00e+0","9.73e-1","9.28e-1","ENSDARG00000006219,ENSDARG00000054302,ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000090548,ENSDARG00000039345,ENSDARG00000014462,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000010721,ENSDARG00000030547"
"125","0.32","GOTERM_MF_DIRECT","GTP binding","24","1186","605","21154","1.74","9.84e-1","1.00e+0","0.71","1.00e+0","1.00e+0","9.74e-1","ENSDARG00000006219,ENSDARG00000071881,ENSDARG00000054302,ENSDARG00000054389,ENSDARG00000020544,ENSDARG00000005049,ENSDARG00000017140,ENSDARG00000006546,ENSDARG00000021647,ENSDARG00000114797,ENSDARG00000039162,ENSDARG00000070916,ENSDARG00000057394,ENSDARG00000015611,ENSDARG00000090548,ENSDARG00000039345,ENSDARG00000014462,ENSDARG00000057995,ENSDARG00000058425,ENSDARG00000012968,ENSDARG00000018602,ENSDARG00000010721,ENSDARG00000013843,ENSDARG00000030547"
"126","0.31","SMART","CT","3","772","27","13267","0.22","4.71e-1","1.00e+0","1.91","1.00e+0","1.00e+0","2.06e-1","ENSDARG00000061259,ENSDARG00000054331,ENSDARG00000077882"
"126","0.31","UP_SEQ_FEATURE","DOMAIN:CTCK","3","1250","27","21277","0.22","4.76e-1","1.00e+0","1.89","1.00e+0","1.00e+0","2.10e-1","ENSDARG00000061259,ENSDARG00000054331,ENSDARG00000077882"
"126","0.31","INTERPRO","Cys_knot_C","3","1340","30","23408","0.22","5.18e-1","1.00e+0","1.75","1.00e+0","1.00e+0","2.45e-1","ENSDARG00000061259,ENSDARG00000054331,ENSDARG00000077882"
"127","0.29","GOTERM_MF_DIRECT","metallopeptidase activity","13","1186","162","21154","0.94","1.98e-1","1.00e+0","1.43","1.00e+0","1.00e+0","1.23e-1","ENSDARG00000077778,ENSDARG00000002235,ENSDARG00000079651,ENSDARG00000020676,ENSDARG00000112453,ENSDARG00000062323,ENSDARG00000034693,ENSDARG00000008388,ENSDARG00000057644,ENSDARG00000104401,ENSDARG00000033544,ENSDARG00000078915,ENSDARG00000105389"
"127","0.29","GOTERM_MF_DIRECT","peptidase activity","30","1186","537","21154","2.18","6.09e-1","1.00e+0","1.00","1.00e+0","1.00e+0","5.35e-1","ENSDARG00000056741,ENSDARG00000020676,ENSDARG00000078574,ENSDARG00000060646,ENSDARG00000000229,ENSDARG00000112453,ENSDARG00000011462,ENSDARG00000008388,ENSDARG00000057644,ENSDARG00000105389,ENSDARG00000076303,ENSDARG00000074367,ENSDARG00000077778,ENSDARG00000002235,ENSDARG00000053323,ENSDARG00000045343,ENSDARG00000079932,ENSDARG00000079651,ENSDARG00000041858,ENSDARG00000037062,ENSDARG00000079198,ENSDARG00000062323,ENSDARG00000034693,ENSDARG00000089529,ENSDARG00000101716,ENSDARG00000089724,ENSDARG00000104401,ENSDARG00000033544,ENSDARG00000078915,ENSDARG00000052702"
"127","0.29","GOTERM_BP_DIRECT","proteolysis","39","1221","670","20756","2.83","6.15e-1","1.00e+0","0.99","1.00e+0","1.00e+0","5.52e-1","ENSDARG00000056741,ENSDARG00000020676,ENSDARG00000078574,ENSDARG00000060646,ENSDARG00000000229,ENSDARG00000112453,ENSDARG00000011462,ENSDARG00000008388,ENSDARG00000108937,ENSDARG00000103308,ENSDARG00000057644,ENSDARG00000076826,ENSDARG00000068152,ENSDARG00000012513,ENSDARG00000105389,ENSDARG00000076303,ENSDARG00000074367,ENSDARG00000077778,ENSDARG00000056913,ENSDARG00000071691,ENSDARG00000002235,ENSDARG00000053323,ENSDARG00000045343,ENSDARG00000079932,ENSDARG00000079651,ENSDARG00000041858,ENSDARG00000024744,ENSDARG00000037062,ENSDARG00000079198,ENSDARG00000062323,ENSDARG00000034693,ENSDARG00000089529,ENSDARG00000101716,ENSDARG00000089724,ENSDARG00000104401,ENSDARG00000104767,ENSDARG00000033544,ENSDARG00000078915,ENSDARG00000052702"
"127","0.29","UP_KW_MOLECULAR_FUNCTION","Protease","25","708","533","11803","1.82","9.47e-1","1.00e+0","0.78","1.00e+0","1.00e+0","9.23e-1","ENSDARG00000056741,ENSDARG00000020676,ENSDARG00000000229,ENSDARG00000112453,ENSDARG00000011462,ENSDARG00000008388,ENSDARG00000105389,ENSDARG00000076303,ENSDARG00000074367,ENSDARG00000077778,ENSDARG00000002235,ENSDARG00000053323,ENSDARG00000045343,ENSDARG00000079932,ENSDARG00000041858,ENSDARG00000037062,ENSDARG00000079198,ENSDARG00000062323,ENSDARG00000034693,ENSDARG00000089529,ENSDARG00000101716,ENSDARG00000089724,ENSDARG00000104401,ENSDARG00000033544,ENSDARG00000078915"
"128","0.29","UP_SEQ_FEATURE","DOMAIN:Ras-GEF","3","1250","28","21277","0.22","4.95e-1","1.00e+0","1.82","1.00e+0","1.00e+0","2.25e-1","ENSDARG00000099092,ENSDARG00000016981,ENSDARG00000087921"
"128","0.29","INTERPRO","RASGEF_cat_dom","3","1340","30","23408","0.22","5.18e-1","1.00e+0","1.75","1.00e+0","1.00e+0","2.45e-1","ENSDARG00000099092,ENSDARG00000016981,ENSDARG00000087921"
"128","0.29","INTERPRO","RASGEF_cat_dom_sf","3","1340","30","23408","0.22","5.18e-1","1.00e+0","1.75","1.00e+0","1.00e+0","2.45e-1","ENSDARG00000099092,ENSDARG00000016981,ENSDARG00000087921"
"128","0.29","INTERPRO","Ras_GEF_dom_sf","3","1340","30","23408","0.22","5.18e-1","1.00e+0","1.75","1.00e+0","1.00e+0","2.45e-1","ENSDARG00000099092,ENSDARG00000016981,ENSDARG00000087921"
"128","0.29","SMART","RasGEF","3","772","30","13267","0.22","5.27e-1","1.00e+0","1.72","1.00e+0","1.00e+0","2.53e-1","ENSDARG00000099092,ENSDARG00000016981,ENSDARG00000087921"
"129","0.28","GOTERM_BP_DIRECT","regulation of immune system process","5","1221","46","20756","0.36","2.85e-1","1.00e+0","1.85","1.00e+0","1.00e+0","1.32e-1","ENSDARG00000019265,ENSDARG00000052465,ENSDARG00000013492,ENSDARG00000076584,ENSDARG00000101366"
"129","0.28","GOTERM_MF_DIRECT","DNA-binding transcription repressor activity, RNA polymerase II-specific","5","1186","80","21154","0.36","6.62e-1","1.00e+0","1.11","1.00e+0","1.00e+0","4.68e-1","ENSDARG00000019265,ENSDARG00000013492,ENSDARG00000077101,ENSDARG00000076584,ENSDARG00000076120"
"129","0.28","GOTERM_BP_DIRECT","regulation of cytokine production","3","1221","45","20756","0.22","7.51e-1","1.00e+0","1.13","1.00e+0","1.00e+0","4.98e-1","ENSDARG00000019265,ENSDARG00000013492,ENSDARG00000076584"
"130","0.28","INTERPRO","SANT/Myb","5","1340","56","23408","0.36","4.00e-1","1.00e+0","1.56","1.00e+0","1.00e+0","2.16e-1","ENSDARG00000034693,ENSDARG00000053666,ENSDARG00000031434,ENSDARG00000099273,ENSDARG00000098919"
"130","0.28","UP_SEQ_FEATURE","DOMAIN:SANT","3","1250","32","21277","0.22","5.68e-1","1.00e+0","1.60","1.00e+0","1.00e+0","2.90e-1","ENSDARG00000034693,ENSDARG00000031434,ENSDARG00000098919"
"130","0.28","INTERPRO","SANT_dom","3","1340","33","23408","0.22","5.70e-1","1.00e+0","1.59","1.00e+0","1.00e+0","2.92e-1","ENSDARG00000034693,ENSDARG00000031434,ENSDARG00000098919"
"130","0.28","SMART","SANT","4","772","53","13267","0.29","6.02e-1","1.00e+0","1.30","1.00e+0","1.00e+0","3.72e-1","ENSDARG00000034693,ENSDARG00000053666,ENSDARG00000031434,ENSDARG00000098919"
"131","0.28","UP_SEQ_FEATURE","DOMAIN:Serpin","3","1250","28","21277","0.22","4.95e-1","1.00e+0","1.82","1.00e+0","1.00e+0","2.25e-1","ENSDARG00000019949,ENSDARG00000056795,ENSDARG00000069048"
"131","0.28","INTERPRO","Serpin_CS","3","1340","29","23408","0.22","5.00e-1","1.00e+0","1.81","1.00e+0","1.00e+0","2.29e-1","ENSDARG00000019949,ENSDARG00000056795,ENSDARG00000069048"
"131","0.28","INTERPRO","Serpin_sf","3","1340","31","23408","0.22","5.36e-1","1.00e+0","1.69","1.00e+0","1.00e+0","2.61e-1","ENSDARG00000019949,ENSDARG00000056795,ENSDARG00000069048"
"131","0.28","INTERPRO","Serpin_fam","3","1340","31","23408","0.22","5.36e-1","1.00e+0","1.69","1.00e+0","1.00e+0","2.61e-1","ENSDARG00000019949,ENSDARG00000056795,ENSDARG00000069048"
"131","0.28","INTERPRO","Serpin_dom","3","1340","31","23408","0.22","5.36e-1","1.00e+0","1.69","1.00e+0","1.00e+0","2.61e-1","ENSDARG00000019949,ENSDARG00000056795,ENSDARG00000069048"
"131","0.28","INTERPRO","Serpin_sf_1","3","1340","31","23408","0.22","5.36e-1","1.00e+0","1.69","1.00e+0","1.00e+0","2.61e-1","ENSDARG00000019949,ENSDARG00000056795,ENSDARG00000069048"
